,scc,p
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea_0,-2376.0,4.756475275780966e-09
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_massiliensis_0,-731.5,0.012419551609804175
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella_0,-908.5,0.009096629617723555
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_bolteae_0,-868.0,0.013540143068459163
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster_0,-848.5,0.021701333848530006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena_0,-664.0,0.04022108153323773
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans_0,-2161.0,4.710321505250561e-08
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusicatenibacter_0,-2161.0,4.710321505250561e-08
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3619;s__GGB3619_SGB4894_0,-506.0,0.0033209636122287648
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3619_0,-506.0,0.0033209636122287648
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3653;s__GGB3653_SGB4964_0,-1873.0,4.678957456745356e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3653_0,-1873.0,4.678957456745356e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Clostridium_scindens_0,-762.0,0.004262625141083167
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium_0,-1154.0,0.0007490130219733887
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_eligens_0,-1119.0,0.0029667412978861126
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza_0,-994.0,0.0016738833332956822
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira_0,-1585.0,4.596432761315598e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Eubacterium_rectale_0,-1771.0,8.157956691103394e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium_0,-1227.0,0.0001410412282276504
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified_0,-1888.0,2.3884473459441957e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnotalea;s__Lachnotalea_sp_AF33_28_0,-709.0,0.009742279947657534
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnotalea_0,-709.0,0.009742279947657534
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora_celerecrescens_0,-1269.0,0.00029427376605025205
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora_0,-1276.5,0.0005744242476193252
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Ruminococcus_gnavus_0,-1024.0,0.0011882548907752694
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Ruminococcus_lactaris_0,-925.0,0.0012348053824712047
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Ruminococcus_torques_0,-2311.5,9.953782388890117e-09
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter_0,-2317.5,1.0052660060401666e-08
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_faecis_0,-1427.0,2.2217585818560448e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis_0,-2510.0,1.3850178582662896e-10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis_0,-1338.0,4.580363548369112e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_inulinivorans_0,-1141.0,0.0018071452818659306
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia_0,-2263.0,1.4821635672709315e-08
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Waltera;s__Waltera_intestinalis_0,-734.0,0.012753897041060929
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Waltera_0,-734.0,0.012753897041060929
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae_0,2362.0,9.610376234595726e-09
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Agathobaculum;s__Agathobaculum_butyriciproducens_0,-1629.0,4.7611979422362356e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Agathobaculum_0,-1660.5,3.4018779819707362e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus_sp_An250_0,-1339.0,1.1649652657107905e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaeromassilibacillus_0,-1459.0,2.5680651024685344e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_sp_BX15_0,-866.0,0.013266326187083517
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_sp_NSJ_60_0,-725.0,0.012257246852588133
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_welbionis_0,-1733.0,5.90501404153463e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter_0,-1770.0,8.505180192782515e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium_SGB15346_0,-938.0,0.0036986170504513197
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii_0,-2387.0,4.756475275780966e-09
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium_0,-2380.0,4.756475275780966e-09
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor_plautii_0,-1349.0,0.00030294320319685937
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor_0,-1368.0,0.00030294320319685937
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9453_0,-704.0,0.026147739122123887
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9635;s__GGB9635_SGB15106_0,-622.0,0.02900143570462285
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9635_0,-632.0,0.032328112659457765
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9719;s__GGB9719_SGB15273_0,-756.0,0.005876746533068294
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9719_0,-1692.0,4.951711972824642e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Harryflintia;s__Harryflintia_acetispora_0,-901.5,0.0006434910432237732
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Harryflintia_0,-901.5,0.0006434910432237732
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Hydrogenoanaerobacterium;s__Hydrogenoanaerobacterium_saccharovorans_0,-806.0,0.009375372666712437
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Hydrogenoanaerobacterium_0,-806.0,0.009375372666712437
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Monoglobus;s__Monoglobus_pectinilyticus_0,-841.0,0.008830551725479413
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Monoglobus_0,-841.0,0.008830551725479413
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Clostridium_leptum_0,-917.0,0.006687592582943397
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified_0,-1447.0,0.00030583020268379297
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_bicirculans_0,-1517.0,1.1415338326459393e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus_0,-1445.0,0.00034187644453753316
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruthenibacterium;s__Ruthenibacterium_lactatiformans_0,-1915.0,1.7922359115902654e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruthenibacterium_0,-1915.0,1.7922359115902654e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae_0,1953.0,1.979769103290033e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__GGB3444;s__GGB3444_SGB4594_0,-382.5,0.0363683784152435
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__GGB3444_0,-382.5,0.0363683784152435
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_bartlettii_0,-511.0,0.04145338632798075
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Intestinibacter_0,-511.0,0.04145338632798075
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia_timonensis_0,-1047.0,0.0005655894694510771
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales_0,2145.0,1.5627942274768293e-07
k__Bacteria;p__Firmicutes;c__Clostridia_0,2203.0,7.863477894721616e-08
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Clostridium_spiroforme_0,-869.0,0.0019192256756700562
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium_0,-1104.0,0.000336454284810099
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibacillus;s__Faecalibacillus_intestinalis_0,-930.0,0.006198782124269637
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibacillus_0,-1015.0,0.004382195199037223
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_filiformis_0,-851.5,0.0042383204341854535
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania_0,-1827.0,1.1557673682793926e-07
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae_0,-1936.0,1.4497939977723325e-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales_0,-1877.5,3.5275094557492326e-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichia_0,-1877.5,3.5275094557492326e-06
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified;g__Firmicutes_unclassified;s__Firmicutes_bacterium_AF16_15_0,-1144.5,0.0018187146289843181
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified;g__Firmicutes_unclassified_0,-1100.0,0.003003963560185876
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified;g__Negativibacillus;s__Negativibacillus_massiliensis_0,-558.0,0.027445597783729153
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified;g__Negativibacillus_0,-558.0,0.027445597783729153
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified_0,-1419.0,0.00016137214031475955
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified_0,-1419.0,0.00016137214031475955
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified_0,-1419.0,0.00016137214031475955
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_SGB4573_0,-582.0,0.026147739122123887
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_faecium_0,-1084.0,0.0016216754411981238
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_0,-1583.0,3.307864740316337e-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae_0,-1658.0,1.7162520008701317e-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales_0,-1658.0,1.7162520008701317e-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__GGB79734;s__GGB79734_SGB15291_0,-627.5,0.029500555021752906
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__GGB79734_0,-627.5,0.029500555021752906
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae_0,-871.5,0.0051697439726772895
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales_0,-871.5,0.0051697439726772895
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae_0,-979.0,0.008830551725479413
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales_0,-979.0,0.008830551725479413
k__Bacteria;p__Firmicutes;c__Negativicutes_0,-2121.5,1.5627942274768293e-07
k__Bacteria;p__Firmicutes_0,2313.5,1.6948145284391786e-08
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_SGB15164_0,-852.0,0.009406737066538343
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium_0,-852.0,0.009406737066538343
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae_0,-852.0,0.009406737066538343
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales_0,-892.5,0.007909545532482779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria_0,-931.5,0.009428584659301515
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae_0,-894.5,0.011141841609436652
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales_0,-821.0,0.02612140816026935
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria_0,-821.0,0.02612140816026935
k__Bacteria;p__Proteobacteria;c__CFGB3069;o__OFGB3069;f__FGB3069_0,-766.5,0.023634206730804762
k__Bacteria;p__Proteobacteria;c__CFGB3069;o__OFGB3069_0,-766.5,0.023634206730804762
k__Bacteria;p__Proteobacteria;c__CFGB3069_0,-766.5,0.023634206730804762
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia_0,-1296.0,0.00030294320319685937
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila_0,-1399.0,0.00010679833097121414
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae_0,-1262.5,0.0011882548907752694
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales_0,-1262.5,0.0011882548907752694
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria_0,-1262.5,0.0011882548907752694
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae_0,-926.0,0.020612099154161286
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_0,-925.0,0.02071181091694665
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria_0,-1310.0,0.0013108789579732703
k__Bacteria;p__Proteobacteria_0,-1116.0,0.007682185548336753
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia_0,-817.0,0.044346228336642805
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae_0,-817.0,0.044346228336642805
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales_0,-817.0,0.044346228336642805
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae_0,-817.0,0.044346228336642805
k__Bacteria;p__Verrucomicrobia_0,-803.0,0.04906483440501592
